force (kg),x_mag,y_mag,z_mag,,force (kg),,,
0.285,-0.00042112,0.001663597,0.000721897,,0.6726,,,
0.29,-0.00042112,0.001663597,0.000721897,,0.6844,,,
0.295,-0.00042112,0.001663597,0.000721897,,0.6962,,,
0.3,-0.00042112,0.001663597,0.000721897,,0.708,,,
0.305,-0.00042112,0.001663597,0.000721897,,0.7198,,,
0.31,-0.00042112,-0.000226854,0.001223214,,0.7316,,,
0.315,-0.001604597,-0.000226854,0.001223214,,0.7434,,,
0.32,-0.000749864,0.00179863,0.001122951,,0.7552,,,
0.325,-0.001538848,0.006389726,0.003729801,,0.767,,,
0.33,-0.002919571,0.005714565,0.003629538,,0.7788,,,
0.335,-0.002525078,0.001528565,0.002125586,,0.7906,,,
0.34,-0.002525078,0.001528565,0.002125586,,0.8024,,,
0.345,-0.002525078,0.001528565,0.002125586,,0.8142,,,
0.35,-0.002525078,0.001528565,0.002125586,,0.826,,,
0.355,-0.002525078,0.001528565,0.002125586,,0.8378,,,
0.36,-0.001144356,0.002068694,0.001524005,,0.8496,,,
0.365,-0.001144356,0.002068694,0.001524005,,0.8614,,,
0.37,-0.001144356,0.002068694,0.001524005,,0.8732,,,
0.375,-0.001144356,0.002068694,0.001524005,,0.885,,,
0.38,-0.002656576,0.006659791,0.004932963,,0.8968,,,
0.385,-0.002590827,0.000988436,0.001624268,,0.9086,,,
0.39,-0.002590827,0.000988436,0.001624268,,0.9204,,,
0.395,-0.002064838,0.006254694,0.003830065,,0.9322,,,
0.4,-0.003774304,0.004364243,0.003529274,,0.944,,,
0.405,-0.001736094,0.000853404,0.001624268,,0.9558,,,
0.41,-0.001538848,0.001258501,0.001624268,,0.9676,,,
0.415,-0.002327832,0.006929855,0.004632172,,0.9794,,,
0.42,-0.002064838,0.001123468,0.001824795,,0.9912,,,
0.425,-0.003577058,0.005174436,0.003930328,,1.003,,,
0.43,-0.003840052,0.006389726,0.004431646,,1.0148,,,
0.435,-0.003774304,0.006254694,0.004932963,,1.0266,,,
0.44,-0.003051068,0.006794823,0.005033226,,1.0384,,,
0.445,-0.002196335,0.001258501,0.001724532,,1.0502,,,
0.45,-0.00397155,0.005039404,0.004331382,,1.062,,,
0.455,-0.003577058,0.002338759,0.003027957,,1.0738,,,
0.46,-0.004234544,0.004094178,0.004632172,,1.0856,,,
0.465,-0.003840052,0.006659791,0.00513349,,1.0974,,,
0.47,-0.003840052,0.005309468,0.004531909,,1.1092,,,
0.475,-0.003051068,0.004364243,0.003729801,,1.121,,,
0.48,-0.002985319,0.006119662,0.004531909,,1.1328,,,
0.485,-0.002985319,0.006119662,0.004531909,,1.1446,,,
0.49,-0.002985319,0.006119662,0.004531909,,1.1564,,,
0.495,-0.002985319,0.006119662,0.004531909,,1.1682,,,
0.5,-0.002985319,0.006119662,0.004531909,,1.18,,,
0.505,-0.004168796,0.005174436,0.004832699,,1.1918,,,
0.51,-0.004563288,0.001933662,0.003328747,,1.2036,,,
0.515,-0.003182565,0.00719992,0.005033226,,1.2154,,,
0.52,-0.00344556,0.007334952,0.005233753,,1.2272,,,
0.525,-0.00344556,0.007334952,0.005233753,,1.239,,,
0.53,-0.00344556,0.007334952,0.005233753,,1.2508,,,
0.535,-0.005220775,0.004769339,0.005835334,,1.2626,,,
0.54,-0.005681016,0.005714565,0.005835334,,1.2744,,,
0.545,-0.005549518,0.007064888,0.006136125,,1.2862,,,
0.55,-0.004168796,0.006929855,0.006236388,,1.298,,,
0.555,-0.006272754,0.005714565,0.006938232,,1.3098,,,
0.56,-0.006272754,0.005714565,0.006938232,,1.3216,,,
0.565,-0.005878262,0.007469985,0.005935598,,1.3334,,,
0.57,-0.005681016,0.005309468,0.006336651,,1.3452,,,
0.575,-0.005220775,0.000853404,0.004431646,,1.357,,,
0.58,-0.005220775,0.000853404,0.004431646,,1.3688,,,
0.585,-0.006207005,0.006524759,0.005634807,,1.3806,,,
0.59,-0.003708555,0.001663597,0.003429011,,1.3924,,,
0.595,-0.003708555,0.001663597,0.003429011,,1.4042,,,
0.6,-0.004629037,0.002338759,0.004130855,,1.416,,,
0.605,-0.004300293,0.00598463,0.005534544,,1.4278,,,
0.61,-0.004234544,0.002743855,0.005334017,,1.4396,,,
0.615,-0.004234544,0.006389726,0.006737705,,1.4514,,,
0.62,-0.005089277,0.002203726,0.004030592,,1.4632,,,
0.625,-0.006667246,0.00719992,0.006837969,,1.475,,,
0.63,-0.006667246,0.00719992,0.006837969,,1.4868,,,
0.635,-0.006009759,0.006929855,0.00743955,,1.4986,,,
0.64,-0.006009759,0.005579533,0.006336651,,1.5104,,,
0.645,-0.007850722,0.00422921,0.005935598,,1.5222,,,
0.65,-0.007850722,0.00422921,0.005935598,,1.534,,,
0.655,-0.006535749,0.006524759,0.005935598,,1.5458,,,
0.66,-0.007390482,0.003689081,0.005835334,,1.5576,,,
0.665,-0.007390482,0.003689081,0.005835334,,1.5694,,,
0.67,-0.005418021,0.006254694,0.006938232,,1.5812,,,
0.675,-0.005418021,0.006254694,0.006938232,,1.593,,,
0.68,-0.005418021,0.006254694,0.006938232,,1.6048,,,
0.685,-0.007719225,0.003689081,0.006537178,,1.6166,,,
0.69,-0.007719225,0.003689081,0.006537178,,1.6284,,,
0.695,-0.007324733,0.006794823,0.007840604,,1.6402,,,
0.7,-0.007324733,0.006794823,0.007840604,,1.652,,,
0.705,-0.007324733,0.006794823,0.007840604,,1.6638,,,
0.71,-0.007324733,0.006794823,0.007840604,,1.6756,,,
0.715,-0.00594401,0.003419017,0.005935598,,1.6874,,,
0.72,-0.00594401,0.003419017,0.005935598,,1.6992,,,
0.725,-0.00594401,0.003419017,0.005935598,,1.711,,,
0.73,-0.00594401,0.005849597,0.008141394,,1.7228,,,
0.735,-0.007521979,0.005849597,0.008141394,,1.7346,,,
0.74,-0.007521979,0.005849597,0.008141394,,1.7464,,,
0.745,-0.007127487,0.003959146,0.006436915,,1.7582,,,
0.75,-0.007850722,0.00598463,0.008141394,,1.77,,,
0.755,-0.008836953,0.006659791,0.009144029,,1.7818,,,
0.76,-0.007390482,0.001393533,0.006436915,,1.7936,,,
0.765,-0.007390482,0.001393533,0.006436915,,1.8054,,,
0.77,-0.008771204,0.007064888,0.009444819,,1.8172,,,
0.775,-0.009165696,0.00301392,0.007239023,,1.829,,,
0.78,-0.008113717,0.002338759,0.006938232,,1.8408,,,
0.785,-0.008508209,0.006389726,0.008341921,,1.8526,,,
0.79,-0.008245215,0.007064888,0.009645346,,1.8644,,,
0.795,-0.009823183,0.004364243,0.008442184,,1.8762,,,
0.8,-0.008836953,0.001258501,0.006637442,,1.888,,,
0.805,-0.007850722,0.003689081,0.007239023,,1.8998,,,
0.81,-0.008573958,0.004364243,0.007840604,,1.9116,,,
0.815,-0.01048067,0.006929855,0.009946137,,1.9234,,,
0.82,-0.01048067,0.00598463,0.009344556,,1.9352,,,
0.825,-0.009231445,0.002338759,0.00743955,,1.947,,,
0.83,-0.00949444,0.002608823,0.00743955,,1.9588,,,
0.835,-0.008771204,0.006254694,0.009645346,,1.9706,,,
0.84,-0.009954681,0.007334952,0.010647981,,1.9824,,,
0.845,-0.010086178,0.006929855,0.010447454,,1.9942,,,
0.85,-0.011269654,0.003148952,0.008341921,,2.006,,,
0.855,-0.009757435,0.002608823,0.008241657,,2.0178,,,
0.86,-0.009560188,0.001933662,0.007339286,,2.0296,,,
0.865,-0.009888932,0.002338759,0.007940867,,2.0414,,,
0.87,-0.009888932,0.002338759,0.007940867,,2.0532,,,
0.875,-0.010151927,0.006929855,0.009946137,,2.065,,,
0.88,-0.010677916,0.007469985,0.010547717,,2.0768,,,
0.885,-0.010743665,0.004364243,0.009845873,,2.0886,,,
0.89,-0.010743665,0.004364243,0.009845873,,2.1004,,,
0.895,-0.010743665,0.004364243,0.009845873,,2.1122,,,
0.9,-0.010217675,0.003148952,0.008442184,,2.124,,,
0.905,-0.010020429,0.003689081,0.009645346,,2.1358,,,
0.91,-0.010940911,0.006119662,0.009845873,,2.1476,,,
0.915,-0.010940911,0.006119662,0.010848508,,2.1594,,,
0.92,-0.011729895,0.007334952,0.010848508,,2.1712,,,
0.925,-0.012255885,0.007469985,0.011450089,,2.183,,,
0.93,-0.012781874,0.007334952,0.012051669,,2.1948,,,
0.935,-0.013242115,0.005579533,0.011450089,,2.2066,,,
0.94,-0.012781874,0.005579533,0.011450089,,2.2184,,,
0.945,-0.012321633,0.004499275,0.011049035,,2.2302,,,
0.95,-0.01251888,0.00301392,0.0100464,,2.242,,,
0.955,-0.01251888,0.00301392,0.0100464,,2.2538,,,
0.96,-0.012321633,0.002473791,0.010246927,,2.2656,,,
0.965,-0.012584628,0.00179863,0.009244292,,2.2774,,,
0.97,-0.012584628,0.00179863,0.009244292,,2.2892,,,
0.975,-0.01199289,0.002068694,0.009845873,,2.301,,,
0.98,-0.01199289,0.002068694,0.009845873,,2.3128,,,
0.985,-0.01199289,0.002068694,0.009845873,,2.3246,,,
0.99,-0.01199289,0.002068694,0.009845873,,2.3364,,,
0.995,-0.011664147,0.00301392,0.01034719,,2.3482,,,
1,-0.011664147,0.00301392,0.01034719,,2.36,,,
0,0,0,0,,0,-0.001473099,0.006659791,0.001022687
-0.005,-6.57487E-05,-0.000135032,0,,-0.0091,-0.001538848,0.006524759,0.001022687
-0.01,-0.000131497,-0.000270065,0,,-0.0182,-0.001604597,0.006389726,0.001022687
-0.015,-6.57487E-05,-0.000945226,-0.000200527,,-0.0273,-0.001538848,0.005714565,0.00082216
-0.02,-0.000131497,0.000135032,0.000501317,,-0.0364,-0.001604597,0.006794823,0.001524005
-0.025,-0.000131497,0.000135032,0.000501317,,-0.0455,-0.001604597,0.006794823,0.001524005
-0.03,-0.000788984,-0.004321032,-0.001704479,,-0.0546,-0.002262084,0.002338759,-0.000681792
-0.035,-0.000328743,0.001350323,0.000902371,,-0.0637,-0.001801843,0.008010114,0.001925059
-0.04,-0.001840963,-0.003240774,-0.000802108,,-0.0728,-0.003314063,0.003419017,0.00022058
-0.045,-0.000657487,-0.003105742,-0.001002635,,-0.0819,-0.002130586,0.003554049,2.01E-05
-0.05,-0.00151222,0.002430581,0.001704479,,-0.091,-0.002985319,0.009090372,0.002727166
-0.055,-0.000460241,0.002430581,0.001203162,,-0.1001,-0.00193334,0.009090372,0.002225849
-0.06,-0.001314974,-0.003510839,-0.000902371,,-0.1092,-0.002788073,0.003148952,0.000120316
-0.065,-0.001972461,-0.002430581,-0.00030079,,-0.1183,-0.00344556,0.00422921,0.000721897
-0.07,-0.00052599,-0.002565613,-0.000501317,,-0.1274,-0.001999089,0.004094178,0.00052137
-0.075,-0.00052599,-0.002565613,-0.000501317,,-0.1365,-0.001999089,0.004094178,0.00052137
-0.08,-0.002103958,-0.000270065,0.000501317,,-0.1456,-0.003577058,0.006389726,0.001524005
-0.085,-0.001249225,0.002160516,0.002105533,,-0.1547,-0.002722325,0.008820307,0.00312822
-0.09,-0.001051979,-0.003915935,-0.001503952,,-0.1638,-0.002525078,0.002743855,-0.000481265
-0.095,-0.002235455,-0.001350323,0.000200527,,-0.1729,-0.003708555,0.005309468,0.001223214
-0.1,-0.002235455,-0.001350323,0.000200527,,-0.182,-0.003708555,0.005309468,0.001223214
-0.105,-0.000131497,-0.000945226,-0.001102898,,-0.1911,-0.001604597,0.005714565,-8.02E-05
-0.11,-0.000657487,0.002025484,0.001604216,,-0.2002,-0.002130586,0.008685275,0.002626903
-0.115,-0.001380723,0.002700645,0.001905006,,-0.2093,-0.002853822,0.009360436,0.002927693
-0.12,-0.000854733,-0.002565613,-0.000501317,,-0.2184,-0.002327832,0.004094178,0.00052137
-0.125,-0.000854733,-0.002565613,-0.000501317,,-0.2275,-0.002327832,0.004094178,0.00052137
-0.13,-0.002103958,0.001755419,0.002105533,,-0.2366,-0.003577058,0.00841521,0.00312822
-0.135,-0.002103958,0.002565613,0.002105533,,-0.2457,-0.003577058,0.009225404,0.00312822
-0.14,-0.002103958,0.002565613,0.002105533,,-0.2548,-0.003577058,0.009225404,0.00312822
-0.145,-0.002103958,0.002565613,0.002105533,,-0.2639,-0.003577058,0.009225404,0.00312822
-0.15,-0.002103958,0.002565613,0.002105533,,-0.273,-0.003577058,0.009225404,0.00312822
-0.155,-0.002103958,0.002565613,0.001503952,,-0.2821,-0.003577058,0.009225404,0.00252664
-0.16,-0.001314974,-0.003510839,0.000701844,,-0.2912,-0.002788073,0.003148952,0.001724532
-0.165,-0.00098623,-0.002160516,-0.000802108,,-0.3003,-0.00245933,0.004499275,0.00022058
-0.17,-0.00098623,-0.004321032,-0.000802108,,-0.3094,-0.00245933,0.002338759,0.00022058
-0.175,-0.002038209,-0.004321032,-0.000802108,,-0.3185,-0.003511309,0.002338759,0.00022058
-0.18,-0.002235455,-0.000270065,0.000701844,,-0.3276,-0.003708555,0.006389726,0.001724532
-0.185,-0.000854733,-0.000270065,0.000701844,,-0.3367,-0.002327832,0.006389726,0.001724532
-0.19,-0.000854733,-0.000270065,0.000701844,,-0.3458,-0.002327832,0.006389726,0.001724532
-0.195,-0.000854733,-0.000270065,0.000701844,,-0.3549,-0.002327832,0.006389726,0.001724532
-0.2,-0.000854733,-0.000270065,0.000701844,,-0.364,-0.002327832,0.006389726,0.001724532
-0.205,-0.000854733,-0.000270065,0.000701844,,-0.3731,-0.002327832,0.006389726,0.001724532
-0.21,-0.000854733,-0.000270065,0.000701844,,-0.3822,-0.002327832,0.006389726,0.001724532
-0.215,-0.000854733,-0.000270065,0.000701844,,-0.3913,-0.002327832,0.006389726,0.001724532
-0.22,-0.000854733,-0.000270065,0.000701844,,-0.4004,-0.002327832,0.006389726,0.001724532
-0.225,-0.000854733,-0.000270065,0.000701844,,-0.4095,-0.002327832,0.006389726,0.001724532
-0.23,-0.000854733,-0.000270065,0.000701844,,-0.4186,-0.002327832,0.006389726,0.001724532
-0.235,-0.001314974,-0.00121529,0.00030079,,-0.4277,-0.002788073,0.005444501,0.001323478
-0.24,-0.001972461,-0.004321032,-0.00030079,,-0.4368,-0.00344556,0.002338759,0.000721897
-0.245,-0.001972461,-0.004321032,-0.00030079,,-0.4459,-0.00344556,0.002338759,0.000721897
-0.25,-0.00302444,0.000135032,0.001604216,,-0.455,-0.004497539,0.006794823,0.002626903
-0.255,-0.00302444,0.000135032,0.001604216,,-0.4641,-0.004497539,0.006794823,0.002626903
-0.26,-0.00249845,0.002160516,0.002506587,,-0.4732,-0.00397155,0.008820307,0.003529274
-0.265,-0.002301204,-0.003645871,-0.000100263,,-0.4823,-0.003774304,0.00301392,0.000922424
-0.27,-0.002629948,-0.004050968,0.000100263,,-0.4914,-0.004103047,0.002608823,0.001122951
-0.275,-0.002103958,0.002700645,0.00260685,,-0.5005,-0.003577058,0.009360436,0.003629538
-0.28,-0.002103958,0.003105742,0.00260685,,-0.5096,-0.003577058,0.009765533,0.003629538
-0.285,-0.002103958,0.003105742,0.00260685,,-0.5187,-0.003577058,0.009765533,0.003629538
-0.29,-0.002038209,0.002430581,0.002907641,,-0.5278,-0.003511309,0.009090372,0.003930328
-0.295,-0.002038209,0.002430581,0.002907641,,-0.5369,-0.003511309,0.009090372,0.003930328
-0.3,-0.002629948,0.002835677,0.002707114,,-0.546,-0.004103047,0.009495468,0.003729801
-0.305,-0.00302444,0.001890452,0.002907641,,-0.5551,-0.004497539,0.008550243,0.003930328
-0.31,-0.001972461,0.000270065,0.001604216,,-0.5642,-0.00344556,0.006929855,0.002626903
-0.315,-0.001972461,0.001755419,0.00260685,,-0.5733,-0.00344556,0.00841521,0.003629538
-0.32,-0.002366953,0.002835677,0.003308695,,-0.5824,-0.003840052,0.009495468,0.004331382
-0.325,-0.002761445,-0.003375806,0.000200527,,-0.5915,-0.004234544,0.003283985,0.001223214
-0.33,-0.003681927,0.000675161,0.002205796,,-0.6006,-0.005155026,0.007334952,0.003228484
-0.335,-0.003681927,0.000675161,0.002205796,,-0.6097,-0.005155026,0.007334952,0.003228484
-0.34,-0.002827194,-0.003240774,0.000100263,,-0.6188,-0.004300293,0.003419017,0.001122951
-0.345,-0.003681927,-0.000135032,0.002506587,,-0.6279,-0.005155026,0.006524759,0.003529274
-0.35,-0.002169707,0.001620387,0.00260685,,-0.637,-0.003642806,0.008280178,0.003629538
-0.355,-0.002827194,-0.00121529,0.001002635,,-0.6461,-0.004300293,0.005444501,0.002025322
-0.36,-0.003616178,-0.002835677,0.001203162,,-0.6552,-0.005089277,0.003824114,0.002225849
-0.365,-0.003747675,0.001485355,0.002907641,,-0.6643,-0.005220775,0.008145146,0.003930328
-0.37,-0.004339414,-0.001755419,0.001403689,,-0.6734,-0.005812513,0.004904372,0.002426376
-0.375,-0.004339414,-0.001755419,0.001403689,,-0.6825,-0.005812513,0.004904372,0.002426376
-0.38,-0.003813424,-0.003375806,0.000701844,,-0.6916,-0.005286524,0.003283985,0.001724532
-0.385,-0.00453666,-0.000810194,0.002105533,,-0.7007,-0.006009759,0.005849597,0.00312822
-0.39,-0.00249845,0.000540129,0.00230606,,-0.7098,-0.00397155,0.00719992,0.003328747
-0.395,-0.00249845,0.000540129,0.00230606,,-0.7189,-0.00397155,0.00719992,0.003328747
-0.4,-0.004733906,0.000810194,0.002707114,,-0.728,-0.006207005,0.007469985,0.003729801
-0.405,-0.004733906,0.000810194,0.002707114,,-0.7371,-0.006207005,0.007469985,0.003729801
-0.41,-0.004733906,0.000810194,0.002707114,,-0.7462,-0.006207005,0.007469985,0.003729801
-0.415,-0.004339414,0.002565613,0.004010539,,-0.7553,-0.005812513,0.009225404,0.005033226
-0.42,-0.004339414,0.002565613,0.004010539,,-0.7644,-0.005812513,0.009225404,0.005033226
-0.425,-0.004339414,0.002565613,0.004010539,,-0.7735,-0.005812513,0.009225404,0.005033226
-0.43,-0.004339414,0.002565613,0.004010539,,-0.7826,-0.005812513,0.009225404,0.005033226
-0.435,-0.009796555,-0.003240774,0.005213701,,-0.7917,-0.011269654,0.003419017,0.006236388
-0.44,-0.009402063,-0.000675161,0.004712383,,-0.8008,-0.010875162,0.00598463,0.005735071
-0.445,-0.005983131,-0.000945226,0.00491291,,-0.8099,-0.00745623,0.005714565,0.005935598
-0.45,-0.009665058,0.004186,0.009023713,,-0.819,-0.011138157,0.010845791,0.0100464
-0.455,-0.006180377,0.001620387,0.006817916,,-0.8281,-0.007653476,0.008280178,0.007840604
-0.46,-0.010848534,0.003645871,0.009725557,,-0.8372,-0.012321633,0.010305662,0.010748244
-0.465,-0.010256796,0.002700645,0.009023713,,-0.8463,-0.011729895,0.009360436,0.0100464
-0.47,-0.010256796,-0.001620387,0.005815281,,-0.8554,-0.011729895,0.005039404,0.006837969
-0.475,-0.010454042,0.000135032,0.007419497,,-0.8645,-0.011927141,0.006794823,0.008442184
-0.48,-0.009336314,0.004861161,0.008522395,,-0.8736,-0.010809414,0.011520952,0.009545083
-0.485,-0.01104578,0.002430581,0.009324503,,-0.8827,-0.01251888,0.009090372,0.01034719
-0.49,-0.008810325,-0.002430581,0.007118707,,-0.8918,-0.010283424,0.00422921,0.008141394
-0.495,-0.008218586,-0.00297071,0.007118707,,-0.9009,-0.009691686,0.003689081,0.008141394
-0.5,-0.008087089,0.004321032,0.010527665,,-0.91,-0.009560188,0.010980823,0.011550352
-0.505,-0.010782785,-0.003780903,0.008622659,,-0.9191,-0.012255885,0.002878888,0.009645346
-0.51,-0.011703267,-0.001620387,0.008622659,,-0.9282,-0.013176366,0.005039404,0.009645346
-0.515,-0.008744576,0.003510839,0.006717653,,-0.9373,-0.010217675,0.01017063,0.00774034
-0.52,-0.007495351,0.002565613,0.008422132,,-0.9464,-0.00896845,0.009225404,0.009444819
-0.525,-0.010980031,0.00297071,0.009023713,,-0.9555,-0.012453131,0.009630501,0.0100464
-0.53,-0.011900513,0.000675161,0.010126611,,-0.9646,-0.013373613,0.007334952,0.011149298
-0.535,-0.007889843,-0.000540129,0.006517126,,-0.9737,-0.009362942,0.006119662,0.007539813
-0.54,-0.011308775,-0.002025484,0.006517126,,-0.9828,-0.012781874,0.004634307,0.007539813
-0.545,-0.011308775,-0.002025484,0.006517126,,-0.9919,-0.012781874,0.004634307,0.007539813
-0.55,-0.009139068,0.004050968,0.008321868,,-1.001,-0.010612167,0.010710759,0.009344556
-0.555,-0.00854733,0.000810194,0.008221605,,-1.0101,-0.010020429,0.007469985,0.009244292
-0.56,-0.00854733,0.000810194,0.008221605,,-1.0192,-0.010020429,0.007469985,0.009244292
-0.565,-0.00854733,0.000810194,0.008221605,,-1.0283,-0.010020429,0.007469985,0.009244292
-0.57,-0.009204817,-0.001080258,0.007820551,,-1.0374,-0.010677916,0.005579533,0.008843238
-0.575,-0.009204817,-0.001080258,0.007820551,,-1.0465,-0.010677916,0.005579533,0.008843238
-0.58,-0.009204817,-0.001080258,0.007820551,,-1.0556,-0.010677916,0.005579533,0.008843238
-0.585,-0.006772115,0.002295548,0.005915545,,-1.0647,-0.008245215,0.008955339,0.006938232
-0.59,-0.006772115,0.002295548,0.005915545,,-1.0738,-0.008245215,0.008955339,0.006938232
-0.595,-0.006772115,0.002295548,0.005915545,,-1.0829,-0.008245215,0.008955339,0.006938232
-0.6,-0.00604888,-0.000135032,0.005013174,,-1.092,-0.007521979,0.006524759,0.006035861
-0.605,-0.005917382,-0.002835677,0.002707114,,-1.1011,-0.007390482,0.003824114,0.003729801
-0.61,-0.00802134,-0.000810194,0.004511856,,-1.1102,-0.00949444,0.005849597,0.005534544
-0.615,-0.00802134,-0.000810194,0.004511856,,-1.1193,-0.00949444,0.005849597,0.005534544
-0.62,-0.00802134,-0.000810194,0.004511856,,-1.1284,-0.00949444,0.005849597,0.005534544
-0.625,-0.00802134,-0.000810194,0.004511856,,-1.1375,-0.00949444,0.005849597,0.005534544
-0.63,-0.007298105,0.002295548,0.006316599,,-1.1466,-0.008771204,0.008955339,0.007339286
-0.635,-0.007298105,0.002295548,0.006316599,,-1.1557,-0.008771204,0.008955339,0.007339286
-0.64,-0.007298105,0.002295548,0.006316599,,-1.1648,-0.008771204,0.008955339,0.007339286
-0.645,-0.007363853,-0.002025484,0.004712383,,-1.1739,-0.008836953,0.004634307,0.005735071
-0.65,-0.00802134,-0.002160516,0.005715018,,-1.183,-0.00949444,0.004499275,0.006737705
-0.655,-0.00802134,-0.002160516,0.005715018,,-1.1921,-0.00949444,0.004499275,0.006737705
-0.66,-0.00802134,-0.002160516,0.005715018,,-1.2012,-0.00949444,0.004499275,0.006737705
-0.665,-0.007626848,0.001080258,0.005213701,,-1.2103,-0.009099948,0.007740049,0.006236388
-0.67,-0.005457141,0.002700645,0.007018443,,-1.2194,-0.006930241,0.009360436,0.008041131
-0.675,-0.008350084,0.002565613,0.007419497,,-1.2285,-0.009823183,0.009225404,0.008442184
-0.68,-0.007298105,-0.002700645,0.004311329,,-1.2376,-0.008771204,0.003959146,0.005334017
-0.685,0.007626848,0.001350323,0.006617389,,-1.2467,0.006153749,0.008010114,0.007640077
-0.69,0.007495351,-0.001080258,0.005514491,,-1.2558,0.006022251,0.005579533,0.006537178
-0.695,-0.008481581,0.003780903,0.007820551,,-1.2649,-0.009954681,0.010440694,0.008843238
-0.7,-0.006969361,0.002430581,0.00721897,,-1.274,-0.008442461,0.009090372,0.008241657
-0.705,-0.007824094,0.003105742,0.00721897,,-1.2831,-0.009297194,0.009765533,0.008241657
-0.71,-0.007955592,-0.002700645,0.005113437,,-1.2922,-0.009428691,0.003959146,0.006136125
-0.715,-0.009336314,0.002700645,0.007720287,,-1.3013,-0.010809414,0.009360436,0.008742975
-0.72,-0.008087089,-0.001485355,0.005915545,,-1.3104,-0.009560188,0.005174436,0.006938232
-0.725,-0.009270565,0.002025484,0.007018443,,-1.3195,-0.010743665,0.008685275,0.008041131
-0.73,-0.007692597,-0.002025484,0.005815281,,-1.3286,-0.009165696,0.004634307,0.006837969
-0.735,-0.008613079,0.00297071,0.00751976,,-1.3377,-0.010086178,0.009630501,0.008542448
-0.74,-0.009139068,0.003510839,0.008321868,,-1.3468,-0.010612167,0.01017063,0.009344556
